permutation_index,master_seed,permutation_eligible_identities,structurally_fixed_identities,actually_reassigned_identities,all_2300_destination_rows_filled_once,all_2300_source_rows_used_once,category_preserved,block_size_preserved,singleton_strata_fixed,macro_f1_L,macro_f1_L_plus_G_permuted,delta_G_given_L,balanced_accuracy_L,balanced_accuracy_L_plus_G_permuted,delta_balanced_accuracy,max_iterations_L_plus_G,converged_L_plus_G
352,20260822,228,2,209,True,True,True,True,True,0.7380200305882273,0.7533014838558337,0.015281453267606437,0.7417391304347827,0.7569565217391303,0.015217391304347627,39,True
353,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7589135042516206,0.020893473663393336,0.7417391304347827,0.7621739130434783,0.02043478260869558,36,True
354,20260822,228,2,207,True,True,True,True,True,0.7380200305882273,0.7387057280423324,0.000685697454105072,0.7417391304347827,0.7434782608695651,0.0017391304347824654,35,True
355,20260822,228,2,200,True,True,True,True,True,0.7380200305882273,0.7429017402561876,0.00488170966796031,0.7417391304347827,0.7469565217391304,0.005217391304347729,35,True
356,20260822,228,2,201,True,True,True,True,True,0.7380200305882273,0.7458014114504571,0.007781380862229792,0.7417391304347827,0.7495652173913044,0.00782608695652176,34,True
357,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.749426517219065,0.011406486630837653,0.7417391304347827,0.752608695652174,0.010869565217391353,36,True
358,20260822,228,2,208,True,True,True,True,True,0.7380200305882273,0.7587717791370625,0.020751748548835214,0.7417391304347827,0.7621739130434783,0.02043478260869558,34,True
359,20260822,228,2,195,True,True,True,True,True,0.7380200305882273,0.7437143172742899,0.005694286686062644,0.7417391304347827,0.7478260869565218,0.006086956521739073,35,True
360,20260822,228,2,208,True,True,True,True,True,0.7380200305882273,0.749566344193896,0.011546313605668712,0.7417391304347827,0.7534782608695653,0.011739130434782585,33,True
361,20260822,228,2,211,True,True,True,True,True,0.7380200305882273,0.7506205921588519,0.012600561570624613,0.7417391304347827,0.7547826086956522,0.01304347826086949,36,True
362,20260822,228,2,207,True,True,True,True,True,0.7380200305882273,0.7615764326772805,0.023556402089053186,0.7417391304347827,0.7652173913043477,0.02347826086956506,36,True
363,20260822,228,2,201,True,True,True,True,True,0.7380200305882273,0.7542087314285376,0.01618870084031032,0.7417391304347827,0.7573913043478262,0.01565217391304352,34,True
364,20260822,228,2,211,True,True,True,True,True,0.7380200305882273,0.7538896369117701,0.01586960632354284,0.7417391304347827,0.7578260869565218,0.016086956521739082,36,True
365,20260822,228,2,212,True,True,True,True,True,0.7380200305882273,0.7506785527927708,0.012658522204543554,0.7417391304347827,0.7543478260869564,0.012608695652173707,36,True
366,20260822,228,2,195,True,True,True,True,True,0.7380200305882273,0.7447663463545126,0.00674631576628526,0.7417391304347827,0.748695652173913,0.006956521739130306,36,True
367,20260822,228,2,207,True,True,True,True,True,0.7380200305882273,0.7562239767212975,0.018203946133070192,0.7417391304347827,0.7600000000000001,0.01826086956521744,34,True
368,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7482428838175805,0.010222853229353235,0.7417391304347827,0.7517391304347826,0.009999999999999898,35,True
369,20260822,228,2,194,True,True,True,True,True,0.7380200305882273,0.7510225476736637,0.013002517085436427,0.7417391304347827,0.7547826086956522,0.01304347826086949,32,True
370,20260822,228,2,196,True,True,True,True,True,0.7380200305882273,0.7505137510633797,0.012493720475152403,0.7417391304347827,0.7539130434782608,0.012173913043478146,36,True
371,20260822,228,2,197,True,True,True,True,True,0.7380200305882273,0.7451567075910804,0.007136677002853142,0.7417391304347827,0.7486956521739131,0.006956521739130417,36,True
372,20260822,228,2,205,True,True,True,True,True,0.7380200305882273,0.749632997498712,0.011612966910484745,0.7417391304347827,0.7534782608695652,0.011739130434782474,35,True
373,20260822,228,2,207,True,True,True,True,True,0.7380200305882273,0.7545556549282378,0.016535624340010546,0.7417391304347827,0.7582608695652174,0.016521739130434754,36,True
374,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7490906284541904,0.011070597865963094,0.7417391304347827,0.7526086956521738,0.01086956521739113,36,True
375,20260822,228,2,209,True,True,True,True,True,0.7380200305882273,0.7551740252705372,0.017153994682309937,0.7417391304347827,0.7586956521739132,0.016956521739130537,35,True
376,20260822,228,2,203,True,True,True,True,True,0.7380200305882273,0.7526953430142137,0.014675312425986409,0.7417391304347827,0.7565217391304347,0.014782608695652066,35,True
377,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7538991287963853,0.015879098208158027,0.7417391304347827,0.7569565217391304,0.015217391304347738,33,True
378,20260822,228,2,208,True,True,True,True,True,0.7380200305882273,0.7501688206433623,0.012148790055135028,0.7417391304347827,0.7543478260869566,0.012608695652173929,35,True
379,20260822,228,2,201,True,True,True,True,True,0.7380200305882273,0.7538896067681146,0.015869576179887268,0.7417391304347827,0.757391304347826,0.0156521739130433,32,True
380,20260822,228,2,199,True,True,True,True,True,0.7380200305882273,0.7495900692544148,0.011570038666187554,0.7417391304347827,0.7530434782608696,0.011304347826086913,35,True
381,20260822,228,2,216,True,True,True,True,True,0.7380200305882273,0.7507641676996863,0.012744137111459053,0.7417391304347827,0.7534782608695653,0.011739130434782585,34,True
382,20260822,228,2,202,True,True,True,True,True,0.7380200305882273,0.7573382526824635,0.01931822209423617,0.7417391304347827,0.7604347826086958,0.018695652173913113,35,True
383,20260822,228,2,208,True,True,True,True,True,0.7380200305882273,0.7630464141926478,0.025026383604420555,0.7417391304347827,0.7665217391304348,0.024782608695652075,36,True
384,20260822,228,2,202,True,True,True,True,True,0.7380200305882273,0.7498061940393544,0.011786163451127152,0.7417391304347827,0.7539130434782608,0.012173913043478146,34,True
385,20260822,228,2,212,True,True,True,True,True,0.7380200305882273,0.7480685501512191,0.010048519562991798,0.7417391304347827,0.751304347826087,0.009565217391304337,36,True
386,20260822,228,2,205,True,True,True,True,True,0.7380200305882273,0.7512219611704982,0.013201930582270927,0.7417391304347827,0.7547826086956522,0.01304347826086949,35,True
387,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7563744696028329,0.01835443901460565,0.7417391304347827,0.76,0.01826086956521733,34,True
388,20260822,228,2,214,True,True,True,True,True,0.7380200305882273,0.7519774701567867,0.013957439568559438,0.7417391304347827,0.7560869565217392,0.014347826086956506,33,True
389,20260822,228,2,205,True,True,True,True,True,0.7380200305882273,0.7506214857714808,0.012601455183253507,0.7417391304347827,0.7543478260869566,0.012608695652173929,34,True
390,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7613929348767428,0.02337290428851546,0.7417391304347827,0.7652173913043477,0.02347826086956506,37,True
391,20260822,228,2,205,True,True,True,True,True,0.7380200305882273,0.7561037767546935,0.01808374616646624,0.7417391304347827,0.7595652173913044,0.01782608695652177,36,True
392,20260822,228,2,205,True,True,True,True,True,0.7380200305882273,0.7493722679991633,0.01135223741093605,0.7417391304347827,0.7530434782608696,0.011304347826086913,35,True
393,20260822,228,2,203,True,True,True,True,True,0.7380200305882273,0.7521904666633565,0.014170436075129245,0.7417391304347827,0.7552173913043478,0.013478260869565162,39,True
394,20260822,228,2,205,True,True,True,True,True,0.7380200305882273,0.7480792287857454,0.010059198197518104,0.7417391304347827,0.7521739130434782,0.01043478260869557,35,True
395,20260822,228,2,198,True,True,True,True,True,0.7380200305882273,0.7562532800442522,0.01823324945602489,0.7417391304347827,0.76,0.01826086956521733,34,True
396,20260822,228,2,197,True,True,True,True,True,0.7380200305882273,0.7516251280613793,0.013605097473151972,0.7417391304347827,0.7552173913043478,0.013478260869565162,32,True
397,20260822,228,2,208,True,True,True,True,True,0.7380200305882273,0.7478226167663091,0.009802586178081829,0.7417391304347827,0.7517391304347827,0.010000000000000009,37,True
398,20260822,228,2,203,True,True,True,True,True,0.7380200305882273,0.7509529305611432,0.012932899972915912,0.7417391304347827,0.7543478260869566,0.012608695652173929,34,True
399,20260822,228,2,211,True,True,True,True,True,0.7380200305882273,0.7520742657707524,0.014054235182525132,0.7417391304347827,0.7556521739130434,0.013913043478260723,35,True
400,20260822,228,2,207,True,True,True,True,True,0.7380200305882273,0.7534064815518942,0.015386450963666864,0.7417391304347827,0.7565217391304347,0.014782608695652066,34,True
401,20260822,228,2,209,True,True,True,True,True,0.7380200305882273,0.755525742783019,0.01750571219479169,0.7417391304347827,0.7595652173913041,0.017826086956521436,34,True
402,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.7538727580504327,0.01585272746220545,0.7417391304347827,0.7582608695652173,0.016521739130434643,35,True
403,20260822,228,2,199,True,True,True,True,True,0.7380200305882273,0.7534127533276778,0.01539272273945047,0.7417391304347827,0.7565217391304349,0.014782608695652177,33,True
404,20260822,228,2,205,True,True,True,True,True,0.7380200305882273,0.754539153073325,0.01651912248509768,0.7417391304347827,0.7582608695652173,0.016521739130434643,34,True
405,20260822,228,2,205,True,True,True,True,True,0.7380200305882273,0.7549009422558797,0.016880911667652376,0.7417391304347827,0.7591304347826089,0.01739130434782621,35,True
406,20260822,228,2,199,True,True,True,True,True,0.7380200305882273,0.7397345695830174,0.0017145389947901268,0.7417391304347827,0.7434782608695653,0.0017391304347825765,35,True
407,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.7476967070242754,0.009676676436048082,0.7417391304347827,0.7517391304347827,0.010000000000000009,34,True
408,20260822,228,2,200,True,True,True,True,True,0.7380200305882273,0.7475008216729438,0.009480791084716556,0.7417391304347827,0.751304347826087,0.009565217391304337,35,True
409,20260822,228,2,216,True,True,True,True,True,0.7380200305882273,0.7515290625337024,0.013509031945475147,0.7417391304347827,0.7547826086956522,0.01304347826086949,34,True
410,20260822,228,2,209,True,True,True,True,True,0.7380200305882273,0.7432892947640298,0.005269264175802535,0.7417391304347827,0.7469565217391303,0.005217391304347618,34,True
411,20260822,228,2,196,True,True,True,True,True,0.7380200305882273,0.7470175737867851,0.008997543198557834,0.7417391304347827,0.751304347826087,0.009565217391304337,35,True
412,20260822,228,2,205,True,True,True,True,True,0.7380200305882273,0.7591477420482812,0.021127711460053877,0.7417391304347827,0.7630434782608697,0.021304347826087033,36,True
413,20260822,228,2,203,True,True,True,True,True,0.7380200305882273,0.7496818808069028,0.011661850218675496,0.7417391304347827,0.753478260869565,0.011739130434782363,36,True
414,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.753043121905226,0.015023091316998749,0.7417391304347827,0.7565217391304349,0.014782608695652177,37,True
415,20260822,228,2,205,True,True,True,True,True,0.7380200305882273,0.7499387101443437,0.011918679556116363,0.7417391304347827,0.7534782608695652,0.011739130434782474,34,True
416,20260822,228,2,203,True,True,True,True,True,0.7380200305882273,0.7477219900325399,0.009701959444312624,0.7417391304347827,0.7513043478260869,0.009565217391304226,37,True
417,20260822,228,2,205,True,True,True,True,True,0.7380200305882273,0.7547259978705315,0.016705967282304224,0.7417391304347827,0.7586956521739129,0.016956521739130204,36,True
418,20260822,228,2,209,True,True,True,True,True,0.7380200305882273,0.7470657236474929,0.009045693059265614,0.7417391304347827,0.7504347826086957,0.008695652173912993,33,True
419,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.7440580439536724,0.006038013365445072,0.7417391304347827,0.7478260869565219,0.006086956521739184,37,True
420,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7554940159852576,0.017473985397030267,0.7417391304347827,0.7591304347826086,0.017391304347825876,33,True
421,20260822,228,2,203,True,True,True,True,True,0.7380200305882273,0.7492604769413742,0.011240446353146916,0.7417391304347827,0.7534782608695652,0.011739130434782474,36,True
422,20260822,228,2,198,True,True,True,True,True,0.7380200305882273,0.7561109297356302,0.018090899147402917,0.7417391304347827,0.7595652173913043,0.01782608695652166,37,True
423,20260822,228,2,201,True,True,True,True,True,0.7380200305882273,0.7526706962722743,0.014650665684047048,0.7417391304347827,0.7569565217391306,0.01521739130434796,33,True
424,20260822,228,2,197,True,True,True,True,True,0.7380200305882273,0.7517091923453082,0.013689161757080903,0.7417391304347827,0.7556521739130436,0.013913043478260945,35,True
425,20260822,228,2,209,True,True,True,True,True,0.7380200305882273,0.7498658876517166,0.011845857063489285,0.7417391304347827,0.753913043478261,0.012173913043478368,35,True
426,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.750186722989813,0.012166692401585744,0.7417391304347827,0.753913043478261,0.012173913043478368,35,True
427,20260822,228,2,213,True,True,True,True,True,0.7380200305882273,0.7509077979195754,0.01288776733134811,0.7417391304347827,0.7552173913043478,0.013478260869565162,35,True
428,20260822,228,2,211,True,True,True,True,True,0.7380200305882273,0.7544189646445795,0.016398934056352177,0.7417391304347827,0.7582608695652173,0.016521739130434643,33,True
429,20260822,228,2,211,True,True,True,True,True,0.7380200305882273,0.7517389342561039,0.013718903667876647,0.7417391304347827,0.7556521739130434,0.013913043478260723,35,True
430,20260822,228,2,209,True,True,True,True,True,0.7380200305882273,0.7481047754613681,0.010084744873140816,0.7417391304347827,0.7517391304347827,0.010000000000000009,34,True
431,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7539759917608315,0.015955961172604227,0.7417391304347827,0.7573913043478262,0.01565217391304352,35,True
432,20260822,228,2,214,True,True,True,True,True,0.7380200305882273,0.745713516112089,0.007693485523861732,0.7417391304347827,0.75,0.008260869565217321,33,True
433,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.7586692435374914,0.02064921294926414,0.7417391304347827,0.7626086956521739,0.02086956521739125,31,True
434,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7479259373083144,0.009905906720087065,0.7417391304347827,0.7517391304347826,0.009999999999999898,33,True
435,20260822,228,2,210,True,True,True,True,True,0.7380200305882273,0.7522382837720722,0.014218253183844953,0.7417391304347827,0.7556521739130434,0.013913043478260723,36,True
436,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7544834368029235,0.01646340621469622,0.7417391304347827,0.7578260869565218,0.016086956521739082,35,True
437,20260822,228,2,199,True,True,True,True,True,0.7380200305882273,0.7643084820520272,0.026288451463799878,0.7417391304347827,0.7678260869565219,0.026086956521739202,36,True
438,20260822,228,2,200,True,True,True,True,True,0.7380200305882273,0.7504036724916324,0.01238364190340513,0.7417391304347827,0.7543478260869564,0.012608695652173707,35,True
439,20260822,228,2,194,True,True,True,True,True,0.7380200305882273,0.7531894893743744,0.015169458786147061,0.7417391304347827,0.7565217391304347,0.014782608695652066,35,True
440,20260822,228,2,211,True,True,True,True,True,0.7380200305882273,0.7460093637855144,0.007989333197287118,0.7417391304347827,0.7500000000000001,0.008260869565217432,38,True
441,20260822,228,2,210,True,True,True,True,True,0.7380200305882273,0.7504662138714605,0.012446183283233214,0.7417391304347827,0.7543478260869566,0.012608695652173929,38,True
442,20260822,228,2,210,True,True,True,True,True,0.7380200305882273,0.7530333426073682,0.015013312019140912,0.7417391304347827,0.7565217391304347,0.014782608695652066,35,True
443,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.7535413789805743,0.015521348392346979,0.7417391304347827,0.7569565217391304,0.015217391304347738,33,True
444,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.7477556761950016,0.009735645606774312,0.7417391304347827,0.7508695652173915,0.009130434782608776,35,True
445,20260822,228,2,200,True,True,True,True,True,0.7380200305882273,0.7501971604267785,0.012177129838551237,0.7417391304347827,0.7543478260869566,0.012608695652173929,38,True
446,20260822,228,2,202,True,True,True,True,True,0.7380200305882273,0.7472314144731401,0.009211383884912827,0.7417391304347827,0.7504347826086956,0.008695652173912882,34,True
447,20260822,228,2,209,True,True,True,True,True,0.7380200305882273,0.7524258944532948,0.01440586386506748,0.7417391304347827,0.7565217391304349,0.014782608695652177,33,True
448,20260822,228,2,205,True,True,True,True,True,0.7380200305882273,0.7541501618178736,0.01613013122964635,0.7417391304347827,0.7582608695652173,0.016521739130434643,36,True
449,20260822,228,2,209,True,True,True,True,True,0.7380200305882273,0.7553984785415241,0.017378447953296794,0.7417391304347827,0.7591304347826086,0.017391304347825876,35,True
450,20260822,228,2,207,True,True,True,True,True,0.7380200305882273,0.7501248153817239,0.012104784793496637,0.7417391304347827,0.7539130434782608,0.012173913043478146,34,True
451,20260822,228,2,203,True,True,True,True,True,0.7380200305882273,0.7512366135413997,0.013216582953172407,0.7417391304347827,0.7547826086956522,0.01304347826086949,35,True
452,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7481427554637063,0.01012272487547905,0.7417391304347827,0.7517391304347826,0.009999999999999898,33,True
453,20260822,228,2,215,True,True,True,True,True,0.7380200305882273,0.7531896652395297,0.015169634651302388,0.7417391304347827,0.7569565217391304,0.015217391304347738,37,True
454,20260822,228,2,198,True,True,True,True,True,0.7380200305882273,0.7587943527881661,0.0207743221999388,0.7417391304347827,0.7621739130434785,0.0204347826086958,35,True
455,20260822,228,2,207,True,True,True,True,True,0.7380200305882273,0.7548058341574873,0.01678580356925996,0.7417391304347827,0.7582608695652174,0.016521739130434754,33,True
456,20260822,228,2,212,True,True,True,True,True,0.7380200305882273,0.7536895062309145,0.01566947564268717,0.7417391304347827,0.7573913043478263,0.015652173913043632,33,True
457,20260822,228,2,211,True,True,True,True,True,0.7380200305882273,0.7510128325684596,0.012992801980232338,0.7417391304347827,0.7547826086956523,0.013043478260869601,37,True
458,20260822,228,2,203,True,True,True,True,True,0.7380200305882273,0.7524922294373017,0.014472198849074358,0.7417391304347827,0.7569565217391304,0.015217391304347738,36,True
459,20260822,228,2,215,True,True,True,True,True,0.7380200305882273,0.7547270139972221,0.01670698340899479,0.7417391304347827,0.7582608695652174,0.016521739130434754,36,True
460,20260822,228,2,195,True,True,True,True,True,0.7380200305882273,0.7453629157372427,0.007342885149015377,0.7417391304347827,0.7486956521739131,0.006956521739130417,34,True
461,20260822,228,2,213,True,True,True,True,True,0.7380200305882273,0.7488114101283646,0.010791379540137314,0.7417391304347827,0.7521739130434785,0.010434782608695792,36,True
462,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7425898038499952,0.004569773261767884,0.7417391304347827,0.7460869565217392,0.004347826086956497,34,True
463,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.7584867180143258,0.020466687426098473,0.7417391304347827,0.7621739130434781,0.020434782608695468,37,True
464,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7484429234484477,0.010422892860220356,0.7417391304347827,0.7526086956521738,0.01086956521739113,36,True
465,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.7476949591141024,0.009674928525875148,0.7417391304347827,0.751304347826087,0.009565217391304337,32,True
466,20260822,228,2,203,True,True,True,True,True,0.7380200305882273,0.7590747202629463,0.021054689674719018,0.7417391304347827,0.762608695652174,0.02086956521739136,36,True
467,20260822,228,2,203,True,True,True,True,True,0.7380200305882273,0.7596900897770148,0.021670059188787505,0.7417391304347827,0.7639130434782607,0.022173913043478044,41,True
468,20260822,228,2,207,True,True,True,True,True,0.7380200305882273,0.7449147948689487,0.006894764280721444,0.7417391304347827,0.748695652173913,0.006956521739130306,35,True
469,20260822,228,2,207,True,True,True,True,True,0.7380200305882273,0.7473704617038983,0.00935043111567102,0.7417391304347827,0.7513043478260871,0.009565217391304448,33,True
470,20260822,228,2,210,True,True,True,True,True,0.7380200305882273,0.7423479262646042,0.004327895676376925,0.7417391304347827,0.7465217391304347,0.0047826086956520575,35,True
471,20260822,228,2,200,True,True,True,True,True,0.7380200305882273,0.7459594354247616,0.007939404836534325,0.7417391304347827,0.7495652173913043,0.00782608695652165,34,True
472,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7503320721943234,0.012312041606096114,0.7417391304347827,0.754782608695652,0.013043478260869268,33,True
473,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7524597553470105,0.01443972475878319,0.7417391304347827,0.7556521739130434,0.013913043478260723,36,True
474,20260822,228,2,209,True,True,True,True,True,0.7380200305882273,0.7510177931413572,0.012997762553129899,0.7417391304347827,0.7552173913043478,0.013478260869565162,35,True
475,20260822,228,2,197,True,True,True,True,True,0.7380200305882273,0.7464916145861696,0.008471583997942345,0.7417391304347827,0.7504347826086957,0.008695652173912993,35,True
476,20260822,228,2,202,True,True,True,True,True,0.7380200305882273,0.7492637497018058,0.011243719113578465,0.7417391304347827,0.7530434782608696,0.011304347826086913,35,True
477,20260822,228,2,198,True,True,True,True,True,0.7380200305882273,0.7516101055132817,0.013590074925054374,0.7417391304347827,0.7552173913043481,0.013478260869565384,33,True
478,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7561189281221444,0.018098897533917135,0.7417391304347827,0.7604347826086956,0.01869565217391289,36,True
479,20260822,228,2,205,True,True,True,True,True,0.7380200305882273,0.7445021906141472,0.0064821600259199474,0.7417391304347827,0.7482608695652174,0.006521739130434745,36,True
480,20260822,228,2,200,True,True,True,True,True,0.7380200305882273,0.7539574741333104,0.015937443545083085,0.7417391304347827,0.7578260869565219,0.016086956521739193,36,True
481,20260822,228,2,200,True,True,True,True,True,0.7380200305882273,0.7512016672989629,0.013181636710735578,0.7417391304347827,0.7543478260869566,0.012608695652173929,33,True
482,20260822,228,2,193,True,True,True,True,True,0.7380200305882273,0.7591828418164295,0.021162811228202183,0.7417391304347827,0.7626086956521739,0.02086956521739125,35,True
483,20260822,228,2,201,True,True,True,True,True,0.7380200305882273,0.752252515138741,0.014232484550513735,0.7417391304347827,0.7552173913043478,0.013478260869565162,34,True
484,20260822,228,2,200,True,True,True,True,True,0.7380200305882273,0.7534422896605006,0.015422259072273348,0.7417391304347827,0.756086956521739,0.014347826086956283,36,True
485,20260822,228,2,215,True,True,True,True,True,0.7380200305882273,0.7528298496863391,0.014809819098111854,0.7417391304347827,0.7569565217391306,0.01521739130434796,36,True
486,20260822,228,2,193,True,True,True,True,True,0.7380200305882273,0.745907218163155,0.007887187574927679,0.7417391304347827,0.7500000000000001,0.008260869565217432,40,True
487,20260822,228,2,196,True,True,True,True,True,0.7380200305882273,0.7476382485418561,0.009618217953628827,0.7417391304347827,0.751304347826087,0.009565217391304337,35,True
488,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7444994573705278,0.0064794267823005125,0.7417391304347827,0.7486956521739131,0.006956521739130417,33,True
489,20260822,228,2,202,True,True,True,True,True,0.7380200305882273,0.7506926584910133,0.012672627902786004,0.7417391304347827,0.7539130434782608,0.012173913043478146,34,True
490,20260822,228,2,209,True,True,True,True,True,0.7380200305882273,0.7550245595948352,0.01700452900660787,0.7417391304347827,0.7586956521739132,0.016956521739130537,33,True
491,20260822,228,2,213,True,True,True,True,True,0.7380200305882273,0.7540615379247839,0.016041507336556626,0.7417391304347827,0.757391304347826,0.0156521739130433,36,True
492,20260822,228,2,207,True,True,True,True,True,0.7380200305882273,0.7587531603979916,0.020733129809764272,0.7417391304347827,0.7621739130434783,0.02043478260869558,32,True
493,20260822,228,2,202,True,True,True,True,True,0.7380200305882273,0.7467473915076611,0.008727360919433824,0.7417391304347827,0.7504347826086957,0.008695652173912993,36,True
494,20260822,228,2,202,True,True,True,True,True,0.7380200305882273,0.7549351420244362,0.01691511143620894,0.7417391304347827,0.7582608695652173,0.016521739130434643,34,True
495,20260822,228,2,203,True,True,True,True,True,0.7380200305882273,0.7506615718440216,0.012641541255794309,0.7417391304347827,0.7543478260869566,0.012608695652173929,33,True
496,20260822,228,2,208,True,True,True,True,True,0.7380200305882273,0.7435419446238419,0.005521914035614639,0.7417391304347827,0.7473913043478262,0.005652173913043512,36,True
497,20260822,228,2,197,True,True,True,True,True,0.7380200305882273,0.7501267419423227,0.012106711354095356,0.7417391304347827,0.7539130434782608,0.012173913043478146,34,True
498,20260822,228,2,208,True,True,True,True,True,0.7380200305882273,0.7428803852600742,0.004860354671846867,0.7417391304347827,0.7465217391304348,0.0047826086956521685,35,True
499,20260822,228,2,194,True,True,True,True,True,0.7380200305882273,0.7540697003186488,0.016049669730421545,0.7417391304347827,0.7573913043478262,0.01565217391304352,34,True
500,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7457935861030419,0.007773555514814623,0.7417391304347827,0.7495652173913044,0.00782608695652176,35,True
501,20260822,228,2,200,True,True,True,True,True,0.7380200305882273,0.7503317479474273,0.012311717359200003,0.7417391304347827,0.753913043478261,0.012173913043478368,35,True
502,20260822,228,2,197,True,True,True,True,True,0.7380200305882273,0.757904606841511,0.01988457625328366,0.7417391304347827,0.761304347826087,0.019565217391304346,35,True
503,20260822,228,2,194,True,True,True,True,True,0.7380200305882273,0.7543009328540734,0.01628090226584611,0.7417391304347827,0.7578260869565219,0.016086956521739193,35,True
504,20260822,228,2,213,True,True,True,True,True,0.7380200305882273,0.7527479526714297,0.014727922083202394,0.7417391304347827,0.7565217391304349,0.014782608695652177,33,True
505,20260822,228,2,211,True,True,True,True,True,0.7380200305882273,0.7509602504043922,0.012940219816164888,0.7417391304347827,0.7547826086956523,0.013043478260869601,36,True
506,20260822,228,2,203,True,True,True,True,True,0.7380200305882273,0.7514494161441275,0.01342938555590023,0.7417391304347827,0.7556521739130436,0.013913043478260945,33,True
507,20260822,228,2,209,True,True,True,True,True,0.7380200305882273,0.7539825415367487,0.015962510948521413,0.7417391304347827,0.7573913043478262,0.01565217391304352,38,True
508,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.7534553646460146,0.015435334057787298,0.7417391304347827,0.7569565217391304,0.015217391304347738,37,True
509,20260822,228,2,205,True,True,True,True,True,0.7380200305882273,0.7463787801549968,0.008358749566769519,0.7417391304347827,0.75,0.008260869565217321,34,True
510,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.7481121380607135,0.010092107472486234,0.7417391304347827,0.7517391304347826,0.009999999999999898,37,True
511,20260822,228,2,203,True,True,True,True,True,0.7380200305882273,0.7592071849655646,0.021187154377337314,0.7417391304347827,0.7626086956521739,0.02086956521739125,35,True
512,20260822,228,2,209,True,True,True,True,True,0.7380200305882273,0.7584395356290284,0.020419505040801145,0.7417391304347827,0.7626086956521739,0.02086956521739125,34,True
513,20260822,228,2,210,True,True,True,True,True,0.7380200305882273,0.7563039439924361,0.018283913404208763,0.7417391304347827,0.7595652173913043,0.01782608695652166,32,True
514,20260822,228,2,209,True,True,True,True,True,0.7380200305882273,0.7589668402583981,0.02094680967017082,0.7417391304347827,0.7630434782608696,0.021304347826086922,33,True
515,20260822,228,2,205,True,True,True,True,True,0.7380200305882273,0.7550644558460624,0.017044425257835116,0.7417391304347827,0.7582608695652173,0.016521739130434643,34,True
516,20260822,228,2,203,True,True,True,True,True,0.7380200305882273,0.7520779560130813,0.014057925424853956,0.7417391304347827,0.7560869565217392,0.014347826086956506,40,True
517,20260822,228,2,203,True,True,True,True,True,0.7380200305882273,0.7529699951082458,0.01494996452001851,0.7417391304347827,0.7565217391304349,0.014782608695652177,37,True
518,20260822,228,2,208,True,True,True,True,True,0.7380200305882273,0.7525434641463634,0.014523433558136123,0.7417391304347827,0.7560869565217392,0.014347826086956506,36,True
519,20260822,228,2,206,True,True,True,True,True,0.7380200305882273,0.7498018220829039,0.011781791494676619,0.7417391304347827,0.7530434782608696,0.011304347826086913,36,True
520,20260822,228,2,205,True,True,True,True,True,0.7380200305882273,0.7434843728380691,0.005464342249841825,0.7417391304347827,0.7478260869565218,0.006086956521739073,40,True
521,20260822,228,2,210,True,True,True,True,True,0.7380200305882273,0.7533938152041455,0.015373784615918207,0.7417391304347827,0.7565217391304349,0.014782608695652177,35,True
522,20260822,228,2,203,True,True,True,True,True,0.7380200305882273,0.7550761711793166,0.017056140591089286,0.7417391304347827,0.758695652173913,0.016956521739130315,35,True
523,20260822,228,2,208,True,True,True,True,True,0.7380200305882273,0.7554783923998016,0.01745836181157434,0.7417391304347827,0.7586956521739132,0.016956521739130537,37,True
524,20260822,228,2,204,True,True,True,True,True,0.7380200305882273,0.755385564832924,0.017365534244696668,0.7417391304347827,0.7591304347826088,0.017391304347826098,34,True
